SampleID,id_fixed,sample_input_complete,SampleName,StudyID,ProjectID,Biosample,Accession_Number,GOLD_analysis_projectID,GOLD_sequencing_projectID,JGI_study,JGI_biosample,sample_type,sequencing_type,has_paired_data,amplicon_target,F_primer,R_primer,geo_loc_name,GAZ_id,lat,lon,collection_date,NOAA_Site,env_canada_site,env_Kenya_site,env_broad_scale,env_local_scale,env_medium,keywords,depth,depth_sediment,depth_at_sampling_location,size_frac_low,size_frac_up,pH,temp,sulfate,sulfide,calcium,potassium,magnesium,silicate,diss_oxygen,conduc,secchi,turbidity,part_microcyst,diss_microcyst,ext_phyco,ext_microcyst,ext_Anatox,chlorophyll,Phosphate,tot_phos,diss_phosp,soluble_react_phosp,ammonium,ammonia,nitrate,Nitrate_Nitrite,nitrite,urea,tot_nit,part_org_nitro,part_org_carb,diss_org_carb,Col_DOM,H2O2,suspend_part_matter,suspend_vol_solid,microcystis_count,planktothrix_count,anabaena_D_count,cylindrospermopsis_count,ice_cover,chlorophyll_fluoresence,samp_collect_device,modified_or_experimental,is_isolate,is_blank_neg_control,is_mock_community_or_pos_control,samp_vol_we_dna_ext,filtration_duration,qPCR_total,qPCR_mcyE,qPCR_sxtA,green_algae,bluegreen,diatoms,crypto,tot_microcyst_lcmsms,attenuation,transmission,par,sky,wave_height,wind_speed,atmospheric_temp,sortchem,phyco_fluoresence,salinity,particulate_cyl,orp,replicate_id,cyano_sonde,total_sonde,amended_site_name,station_description,host,host_disease,bco_dmo_dataset,Notes,date,date_same_year,year
samp_2092,TRUE,NA,8-13-18 WLE 12,set_41,PRJNA1190886,SAMN45060175,SRR31514713,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7032,-83.2536,2018-08-13T10:51:00Z,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,5.87-0.5,NA,6.87,NA,3,NA,25.6,NA,NA,NA,NA,NA,NA,8.11,287.7,0.8,8,1.69,0.16,16.43,NA,NA,19.56,NA,26.53,6.88,2.88,NA,2.17,NA,0.379,NA,NA,NA,0.3,1.95,NA,1.014,NA,8.97,5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,33.6,1214,sunny,1.23,8.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-52,2018-08-13T10:51:00Z,2000-08-13T10:51:00Z,2018
samp_2093,TRUE,NA,8-20-18 WLE 2,set_41,PRJNA1190886,SAMN45060176,SRR31514712,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7622,-83.3293,2018-08-20T13:01:00Z,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,4.63-0.5,NA,5.63,NA,3,NA,25.4,NA,NA,NA,NA,NA,NA,7.99,266.1,0.8,7.55,2.43,0.12,16,NA,NA,20.15,NA,32.11,6.34,2.21,NA,0.87,NA,0.244,NA,NA,NA,0.31,1.96,NA,0.775,NA,11.87,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,33.2,1141,sunny,0.97,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-53,2018-08-20T13:01:00Z,2000-08-20T13:01:00Z,2018
samp_2094,TRUE,NA,8-20-18 WLE 4,set_41,PRJNA1190886,SAMN45060177,SRR31514685,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8262,-83.1934,2018-08-20T09:28:00Z,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,7.74-0.5,NA,8.74,NA,3,NA,25.1,NA,NA,NA,NA,NA,NA,6.61,251.8,1.5,2.93,0.8,0.22,5.93,NA,NA,12.32,NA,27.47,7.96,3.36,NA,13.14,NA,0.233,NA,NA,NA,0.17,1.06,NA,0.585,NA,6.47,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,61.8,691,mostly cloudy,1.05,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-54,2018-08-20T09:28:00Z,2000-08-20T09:28:00Z,2018
samp_2095,TRUE,NA,8-20-18 WLE 8,set_41,PRJNA1190886,SAMN45060178,SRR31514684,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8326,-83.3538,2018-08-20T08:44:00Z,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,4.63-0.5,NA,5.63,NA,3,NA,25.1,NA,NA,NA,NA,NA,NA,7.81,273.8,0.8,10.2,3.23,0.17,31.55,NA,NA,33.88,NA,42.3,8.12,3.11,NA,4.3,NA,0.22,NA,NA,NA,0.42,2.63,NA,0.936,NA,13.3,5.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,30.7,274,overcast,1.26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-55,2018-08-20T08:44:00Z,2000-08-20T08:44:00Z,2018
samp_2096,TRUE,NA,8-20-18 WLE 12,set_41,PRJNA1190886,SAMN45060179,SRR31514683,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7031,-83.2543,2018-08-20T11:21:00Z,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,5.67-0.5,NA,6.67,NA,3,NA,25.0,NA,NA,NA,NA,NA,NA,7.6,241.8,1.0,29.5,1.46,0.19,9.17,NA,NA,15.08,NA,23.77,6.15,3.01,NA,3.46,NA,0.142,NA,NA,NA,0.16,1.03,NA,0.54,NA,8.8,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,48.6,1049,mostly cloudy,1.03,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-56,2018-08-20T11:21:00Z,2000-08-20T11:21:00Z,2018
samp_2097,TRUE,NA,9-11-18 WLE 2,set_41,PRJNA1190886,SAMN45060180,SRR31514682,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7625,-83.3293,2018-09-11T12:32:00Z,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,4.54-0.5,NA,5.54,NA,3,NA,21.8,NA,NA,NA,NA,NA,NA,7.2,281.2,0.2,47.2,0.78,0.23,5.43,NA,NA,16.96,NA,98.85,25.29,17.79,NA,33.01,NA,0.065,NA,NA,NA,0.55,2.54,NA,0.923,NA,45.6,9.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,0.2,169,sunny,0.48,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-57,2018-09-11T12:32:00Z,2000-09-11T12:32:00Z,2018
samp_2098,TRUE,NA,9-11-18 WLE 4,set_41,PRJNA1190886,SAMN45060181,SRR31514680,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8275,-83.1943,2018-09-11T09:02:00Z,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,7.47-0.5,NA,8.47,NA,3,NA,21.4,NA,NA,NA,NA,NA,NA,6.85,251.8,0.4,28.5,0.59,0.2,3.7,NA,NA,14.3,NA,71.06,18.89,12.44,NA,24.51,NA,0.047,NA,NA,NA,0.43,1.78,NA,0.709,NA,29.6,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,2,47,sunny,0.93,4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-58,2018-09-11T09:02:00Z,2000-09-11T09:02:00Z,2018
samp_2099,TRUE,NA,9-11-18 WLE 8,set_41,PRJNA1190886,SAMN45060182,SRR31514679,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.832,-83.3591,2018-09-11T08:12:00Z,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,4.2-0.5,NA,5.2,NA,3,NA,20.2,NA,NA,NA,NA,NA,NA,7.52,234.2,0.5,15.5,0.1,0.1,0.25,NA,NA,4.26,NA,41.05,17.53,12.62,NA,16.6,NA,0.299,NA,NA,NA,0.23,0.79,NA,0.3,NA,16.47,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,9,59,partly cloudy,0.74,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-59,2018-09-11T08:12:00Z,2000-09-11T08:12:00Z,2018
samp_2100,TRUE,NA,9-11-18 WLE 12,set_41,PRJNA1190886,SAMN45060183,SRR31514677,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7042,-83.2542,2018-09-11T10:55:00Z,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,5.5-0.5,NA,6.5,NA,3,NA,20.1,NA,NA,NA,NA,NA,NA,7.33,272.8,0.2,68.2,0.31,0.15,2.92,NA,NA,20.73,NA,111.99,22.18,13.08,NA,22.65,NA,0.216,NA,NA,NA,0.48,2.92,NA,1.541,NA,65.8,20.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,0,66,mostly sunny,0.57,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-60,2018-09-11T10:55:00Z,2000-09-11T10:55:00Z,2018
samp_2101,TRUE,NA,9-25-18 WLE 2,set_41,PRJNA1190886,SAMN45060184,SRR31514676,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7623,-83.3305,2018-09-25T08:20:00Z,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,4.57-0.5,NA,5.57,NA,3,NA,20.8,NA,NA,NA,NA,NA,NA,7.39,268.9,0.5,18.1,0.1,0.1,1.58,NA,NA,12.27,NA,55.493,15.3125,9.1,NA,29.55,NA,0.159,NA,NA,NA,0.22,1.2,NA,0.605,NA,22.17,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,8.8,7,overcast,1.4,12.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-61,2018-09-25T08:20:00Z,2000-09-25T08:20:00Z,2018
samp_2102,TRUE,NA,9-25-18 WLE 4,set_41,PRJNA1190886,SAMN45060185,SRR31514675,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8255,-83.1939,2018-09-25T11:05:00Z,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,7.55-0.5,NA,8.55,NA,3,NA,20.8,NA,NA,NA,NA,NA,NA,6.62,224.7,1.3,4.13,0.11,0.13,0.22,NA,NA,3.17,NA,20.725,6.7685,5.83,NA,13.48,NA,0.282,NA,NA,NA,0.09,0.43,NA,0.195,NA,5.68,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,51.5,376,overcast,1.78,13.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-62,2018-09-25T11:05:00Z,2000-09-25T11:05:00Z,2018
samp_2103,TRUE,NA,9-25-18 WLE 8,set_41,PRJNA1190886,SAMN45060186,SRR31514674,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8324,-83.7084,2018-09-25T11:56:00Z,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,3.98-0.5,NA,4.98,NA,3,NA,21.0,NA,NA,NA,NA,NA,NA,6.63,269.4,0.6,15.2,0.1,0.1,2.33,NA,NA,19.78,NA,58.6115,12.9125,6.63,NA,14.42,NA,0.132,NA,NA,NA,0.27,1.6,NA,0.633,NA,23.6,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,13.1,144,overcast,1.21,12.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7222-SRC-63; longitude from GLERL (41.8324, -83.7084) appeared to be incorrect as it placed the sample over land, updated using the coordinates from the Sept 17 2018 sampling of site WE8 instead",2018-09-25T11:56:00Z,2000-09-25T11:56:00Z,2018
samp_2104,TRUE,NA,9-25-18 WLE 12,set_41,PRJNA1190886,SAMN45060187,SRR31514673,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7031,-83.2567,2018-09-25T10:14:00Z,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,5.51-0.5,NA,6.51,NA,3,NA,21.1,NA,NA,NA,NA,NA,NA,6.88,281.8,0.5,18.6,0.1,0.15,0.43,NA,NA,11.6,NA,62.8525,25.2745,15.67,NA,40.26,NA,0.115,NA,NA,NA,0.18,1.1,NA,0.892,NA,17.64,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,7.8,130,overcast,1.39,12.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-64,2018-09-25T10:14:00Z,2000-09-25T10:14:00Z,2018
samp_2105,TRUE,NA,7-8-19 WLE 2,set_41,PRJNA1190886,SAMN45060188,SRR31514672,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7628,-83.3287,2019-07-08T13:04:00Z,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,5.24-0.5,NA,6.24,NA,3,NA,25.3,NA,NA,NA,NA,NA,NA,6.1,327.1,0.9,8.04,0.1,0.1,11.89,NA,NA,28.35,NA,80.48,13.5,5.69,NA,46.54,NA,1.168,NA,NA,NA,0.16,1.05,NA,2.84,NA,7.71,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,42.1,715.39,partly sunny,1.64,9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-65,2019-07-08T13:04:00Z,2000-07-08T13:04:00Z,2019
samp_2106,TRUE,NA,7-8-19 WLE 4,set_41,PRJNA1190886,SAMN45060189,SRR31514671,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8267,-83.1936,2019-07-08T09:16:00Z,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,7.91-0.5,NA,8.91,NA,3,NA,23.1,NA,NA,NA,NA,NA,NA,6.3,237.9,3.75,1.41,0.1,0.1,0.07,NA,NA,3.04,NA,16.68,1.68,0.88,NA,44.43,NA,0.339,NA,NA,NA,0.06,0.3,NA,0.31,NA,1.22,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65.7,1233.71,partly sunny,1.82,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-66,2019-07-08T09:16:00Z,2000-07-08T09:16:00Z,2019
samp_2107,TRUE,NA,7-8-19 WLE 8,set_41,PRJNA1190886,SAMN45060190,SRR31514669,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8357,-83.359,2019-07-08T08:26:00Z,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,3.99-0.5,NA,4.99,NA,3,NA,25.5,NA,NA,NA,NA,NA,NA,6.3,326.9,1.25,8.39,0.12,0.1,2.51,NA,NA,11.18,NA,81.16,19.75,10.67,NA,105,NA,1.012,NA,NA,NA,0.14,0.69,NA,2.01,NA,7.92,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,49.8,332.19,partly cloudy,1.64,9.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-67,2019-07-08T08:26:00Z,2000-07-08T08:26:00Z,2019
samp_2108,TRUE,NA,7-8-19 WLE 12,set_41,PRJNA1190886,SAMN45060191,SRR31514668,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7043,-83.2526,2019-07-08T11:31:00Z,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,6.25-0.5,NA,7.25,NA,3,NA,25.2,NA,NA,NA,NA,NA,NA,6.7,341.2,0.7,11.5,0.1,0.1,3.04,NA,NA,25.88,NA,106.01,20.69,8.56,NA,55.2,NA,1.542,NA,NA,NA,0.22,1.01,NA,2.92,NA,12.64,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,23.8,480.01,partly sunny,1.94,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-68,2019-07-08T11:31:00Z,2000-07-08T11:31:00Z,2019
samp_2109,TRUE,NA,7-22-19 WLE 2,set_41,PRJNA1190886,SAMN45060192,SRR31514667,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.763,-83.3289,2019-07-22T13:20:00Z,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,5.1-0.5,NA,6.1,NA,3,NA,26.7,NA,NA,NA,NA,NA,NA,7,331.0,0.5,23.1,10.88,0.1,220.74,NA,NA,143.23,NA,130.08,13.19,NA,NA,NA,NA,NA,NA,NA,NA,1.27,6.67,NA,2.01,NA,21.56,14.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,27.9,158.83,partly sunny,1.32,7.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-69,2019-07-22T13:20:00Z,2000-07-22T13:20:00Z,2019
samp_2110,TRUE,NA,7-22-19 WLE 4,set_41,PRJNA1190886,SAMN45060193,SRR31514665,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8311,-83.195,2019-07-22T09:23:00Z,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,7.93-0.5,NA,8.93,NA,3,NA,25.8,NA,NA,NA,NA,NA,NA,6.1,270.9,1.5,4.33,1.7,0.1,54.54,NA,NA,18.4,NA,29.96,3.88,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.51,NA,0.88,NA,3.92,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,63,750.79,partly cloudy,2.6,13.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-70,2019-07-22T09:23:00Z,2000-07-22T09:23:00Z,2019
samp_2111,TRUE,NA,7-22-19 WLE 8,set_41,PRJNA1190886,SAMN45060194,SRR31514664,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8354,-83.3584,2019-07-22T08:32:00Z,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,4.47-0.5,NA,5.47,NA,3,NA,26.4,NA,NA,NA,NA,NA,NA,6.7,332.0,0.75,19.3,5.18,0.1,94.25,NA,NA,49.79,NA,54.98,12.27,NA,NA,NA,NA,NA,NA,NA,NA,0.34,2,NA,2.21,NA,13.76,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,28.7,94.41,partly cloudy,2.86,14.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-71,2019-07-22T08:32:00Z,2000-07-22T08:32:00Z,2019
samp_2112,TRUE,NA,7-22-19 WLE 12,set_41,PRJNA1190886,SAMN45060195,SRR31514663,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.706,-83.2518,2019-07-22T11:26:00Z,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,6.35-0.5,NA,7.35,NA,3,NA,26.1,NA,NA,NA,NA,NA,NA,5.9,262.2,0.75,13.3,0.67,0.1,7,NA,NA,13.98,NA,34.32,4.81,NA,NA,NA,NA,NA,NA,NA,NA,0.18,1.19,NA,0.9,NA,14.96,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,19.5,355.59,partly sunny,1.93,9.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-72,2019-07-22T11:26:00Z,2000-07-22T11:26:00Z,2019
samp_2113,TRUE,NA,7-29-19 WLE 2,set_41,PRJNA1190886,SAMN45060196,SRR31514662,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7602,-83.3336,2019-07-29T13:09:00Z,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,4.57-0.5,NA,5.57,NA,3,NA,25.8,NA,NA,NA,NA,NA,NA,6.5,352.5,0.5,24.3,8.94,0.25,215.85,NA,NA,154.05,NA,97.57,8.53,5.58,NA,3.07,NA,0.702,NA,NA,NA,1.26,6.56,NA,2.7,NA,24.12,16.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,19.2,153.07,partly cloudy,1.7,14.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-73,2019-07-29T13:09:00Z,2000-07-29T13:09:00Z,2019
samp_2114,TRUE,NA,7-29-19 WLE 4,set_41,PRJNA1190886,SAMN45060197,SRR31514711,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8261,-83.1946,2019-07-29T09:10:00Z,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,8.09-0.5,NA,9.09,NA,3,NA,25.2,NA,NA,NA,NA,NA,NA,7.5,260.0,1.0,9.52,4.97,0.22,54.25,NA,NA,52.36,NA,32.92,3.06,6.13,NA,3.56,NA,0.211,NA,NA,NA,0.5,2.71,NA,0.85,NA,8.8,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,48.2,143.04,sunny,1.24,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-74,2019-07-29T09:10:00Z,2000-07-29T09:10:00Z,2019
samp_2115,TRUE,NA,7-29-19 WLE 8,set_41,PRJNA1190886,SAMN45060198,SRR31514710,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.8328,-83.3625,2019-07-29T08:23:00Z,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,4.23-0.5,NA,5.23,NA,3,NA,25.4,NA,NA,NA,NA,NA,NA,6.8,273.4,1.0,9.3,4.82,0.11,65.65,NA,NA,42.9,NA,34.48,4.53,5.64,NA,5.35,NA,0.235,NA,NA,NA,0.45,2.67,NA,1.23,NA,9.48,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,45.3,96.54,sunny,0.89,11.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-75,2019-07-29T08:23:00Z,2000-07-29T08:23:00Z,2019
samp_2116,TRUE,NA,7-29-19 WLE 12,set_41,PRJNA1190886,SAMN45060199,SRR31514804,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7028,-83.2563,2019-07-29T11:24:00Z,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,5.95-0.5,NA,6.95,NA,3,NA,25.5,NA,NA,NA,NA,NA,NA,7.2,279.5,0.75,12.7,10.98,0.05,44.69,NA,NA,49.63,NA,39.13,4.87,6.02,NA,2.33,NA,0.287,NA,NA,NA,0.59,3.24,NA,1.2,NA,12.35,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,23.8,214.11,sunny,1.26,14.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-76,2019-07-29T11:24:00Z,2000-07-29T11:24:00Z,2019
samp_2117,TRUE,NA,8-19-19 WLE 2,set_41,PRJNA1190886,SAMN45060200,SRR31514803,NA,NA,NA,NA,metagenome,NA,FALSE,NA,NA,NA,Lake Erie,GAZ:00003932,41.7621,-83.3303,2019-08-19T12:57:00Z,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,5.38-0.5,NA,6.38,NA,3,NA,25.0,NA,NA,NA,NA,NA,NA,8.9,240.5,0.5,18.7,7.02,0.87,NA,NA,NA,68.01,NA,47.91,4.79,4.53,NA,5.44,NA,0.002,NA,NA,NA,0.78,5.22,NA,2.06,NA,14.7,9.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,25,552.77,sunny,0.19,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-77,2019-08-19T12:57:00Z,2000-08-19T12:57:00Z,2019
